순번,학원명,연락처,주소,설립·운영자,교습과정,정원,교습기간(일),총교습시간(분),교습비세부내역,,,"적용일
(최종교습비 
변경일)"
1761,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,1280,"227,000","227,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어(읽기전략1)B,,,,0,0,0,
1762,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,1200,"207,000","207,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어(읽기전략1)C,,,,0,0,0,
1763,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,1320,"227,000","227,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어(읽기전략1)D,,,,0,0,0,
1764,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,1240,"217,000","217,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어(읽기전략2)A,,,,0,0,0,
1765,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,1320,"237,000","237,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어(읽기전략2)B,,,,0,0,0,
1766,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,1260,"217,000","217,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어(읽기전략2)C,,,,0,0,0,
1767,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,1320,"237,000","237,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어(읽기전략2)D,,,,0,0,0,
1768,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,2240,"390,000","390,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어+수학A,,,,0,0,0,
1769,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,2240,"400,000","400,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,국어+수학B,,,,0,0,0,
1770,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,320,"50,000","50,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,사회/역사탐구,,,,0,0,0,
1771,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,8,1개월0일,1280,"220,000","220,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,수학,,,,0,0,0,
1772,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,5,1개월0일,1120,"197,000","197,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,"종합A(국어,수학,논술,한자)",,,,0,0,0,
1773,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,5,1개월0일,1200,"207,000","207,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,"종합B(국어,수학,논술,한자)",,,,0,0,0,
1774,아소비큐미르딱풀리는수학양덕학원,,"경상북도 포항시 북구 천마로89번길 18-1 , 2층(양덕동)",3,보통교과,2,1개월0일,240,"33,000","33,000",0,20250218
,,,,,보습,,,,0,0,0,
,,,,,"창의통합(칠교,창의논술,창의수학)",,,,0,0,0,
1775,아소비큐미르포항장성학원,,"경상북도 포항시 북구 법원로11번길 30 , 3층 일부 (장성동)",5,보통교과,5,1개월0일,320,"50,000","50,000",0,20230831
,,,,,보습,,,,0,0,0,
,,,,,초등논술,,,,0,0,0,
1776,아소비큐미르포항장성학원,,"경상북도 포항시 북구 법원로11번길 30 , 3층 일부 (장성동)",5,보통교과,5,1개월0일,320,"50,000","50,000",0,20230831
,,,,,보습,,,,0,0,0,
,,,,,초등역사,,,,0,0,0,
1777,아소비큐미르포항장성학원,,"경상북도 포항시 북구 법원로11번길 30 , 3층 일부 (장성동)",5,보통교과,30,1개월0일,1120,"175,000","175,000",0,20230831
,,,,,보습,,,,0,0,0,
,,,,,"초등종합1(한글,수학, 칠교, 한자)",,,,0,0,0,
1778,아소비큐미르포항장성학원,,"경상북도 포항시 북구 법원로11번길 30 , 3층 일부 (장성동)",5,보통교과,26,1개월0일,1200,"185,000","185,000",0,20230831
,,,,,보습,,,,0,0,0,
,,,,,"초등종합2(국어,수학,사회,한자, 논술)",,,,0,0,0,
1779,아이디입시학원,054-293-8683,"경상북도 포항시 남구 오천읍 문덕로 12 , 2층 (오천읍)",4,보통교과,30,1개월0일,3600,"320,000","320,000",0,20170518
,,,,,보습,,,,0,0,0,
,,,,,"중등종합(국,수,영,사,과)",,,,0,0,0,
1780,아이디입시학원,054-293-8683,"경상북도 포항시 남구 오천읍 문덕로 12 , 2층 (오천읍)",4,보통교과,30,1개월0일,3600,"250,000","250,000",0,20170518
,,,,,보습,,,,0,0,0,
,,,,,"초등종합(국,영,수,사,과)",,,,0,0,0,
1781,아이메스수학학원,054-610-0989,"경상북도 포항시 북구 중흥로255번길 30 , 2층 일부  (죽도동)",3,보통교과,20,1개월0일,882,"200,000","200,000",0,20200701
,,,,,보습,,,,0,0,0,
,,,,,고등 수학,,,,0,0,0,
1782,아이메스수학학원,054-610-0989,"경상북도 포항시 북구 중흥로255번길 30 , 2층 일부  (죽도동)",3,보통교과,20,1개월0일,882,"150,000","150,000",0,20200701
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,0,
1783,아이메스수학학원,054-610-0989,"경상북도 포항시 북구 중흥로255번길 30 , 2층 일부  (죽도동)",3,보통교과,20,1개월0일,882,"150,000","150,000",0,20200701
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
1784,아이메스수학학원,054-610-0989,"경상북도 포항시 북구 중흥로255번길 30 , 2층 일부  (죽도동)",3,보통교과,20,1개월0일,336,"50,000","50,000",0,20200701
,,,,,보습,,,,0,0,0,
,,,,,"초등 국,과,사",,,,0,0,0,
1785,아이메스수학학원,054-610-0989,"경상북도 포항시 북구 중흥로255번길 30 , 2층 일부  (죽도동)",3,보통교과,20,1개월0일,756,"120,000","120,000",0,20200701
,,,,,보습,,,,0,0,0,
,,,,,초등수학1,,,,0,0,0,
1786,아이메스수학학원,054-610-0989,"경상북도 포항시 북구 중흥로255번길 30 , 2층 일부  (죽도동)",3,보통교과,20,1개월0일,1260,"140,000","140,000",0,20200701
,,,,,보습,,,,0,0,0,
,,,,,초등수학2,,,,0,0,0,
1787,아이메스수학학원,054-610-0989,"경상북도 포항시 북구 중흥로255번길 30 , 2층 일부  (죽도동)",3,보통교과,20,1개월0일,756,"120,000","120,000",0,20200701
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
1788,아이비어학원,,"경상북도 포항시 북구 침촌지구로 7 , 2층(장성동)",2,보통교과,8,1개월0일,1386,"320,000","320,000",0,20240812
,,,,,보습,,,,0,0,0,
,,,,,영어7,,,,0,0,0,
1789,아이비어학원,,"경상북도 포항시 북구 침촌지구로 7 , 2층(장성동)",2,보통교과,6,1개월0일,1512,"360,000","360,000",0,20240812
,,,,,보습,,,,0,0,0,
,,,,,영어8,,,,0,0,0,
1790,아이비어학원,,"경상북도 포항시 북구 침촌지구로 7 , 2층(장성동)",2,보통교과,2,1개월0일,2016,"480,000","480,000",0,20240812
,,,,,보습,,,,0,0,0,
,,,,,영어9,,,,0,0,0,
1791,아이비티어학원,,"경상북도 포항시 북구 새천년대로1076번길 24 , 5층 (두호동, 야베스빌딩)",6,보통교과,8,1개월0일,1512,"360,000","360,000",0,20250318
,,,,,보습,,,,0,0,0,
,,,,,고등영어A(보습),,,,0,0,0,
1792,아이수학원,054-249-3141,"경상북도 포항시 북구 대곡로 41 (두호동,상촌빌딩)",4,보통교과,10,1개월0일,1512,"250,000","250,000",0,20250305
,,,,,보습,,,,0,0,0,
,,,,,중등수학A,,,,0,0,0,
1793,아이수학원,054-249-3141,"경상북도 포항시 북구 대곡로 41 (두호동,상촌빌딩)",4,보통교과,20,1개월0일,1134,"200,000","200,000",0,20250305
,,,,,보습,,,,0,0,0,
,,,,,초등수학A,,,,0,0,0,
1794,아이수학원,054-249-3141,"경상북도 포항시 북구 대곡로 41 (두호동,상촌빌딩)",4,보통교과,20,1개월0일,1470,"230,000","230,000",0,20250305
,,,,,보습,,,,0,0,0,
,,,,,초등수학B,,,,0,0,0,
1795,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,1320,"310,000","310,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,영어(고등)1,,,,0,0,0,
1796,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,1380,"330,000","330,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,영어(고등)2,,,,0,0,0,
1797,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,1200,"250,000","250,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,영어(중등)1,,,,0,0,0,
1798,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,1380,"280,000","280,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,영어(중등)2,,,,0,0,0,
1799,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,1140,"200,000","200,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,영어(초등),,,,0,0,0,
1800,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,1260,"220,000","220,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,영어(초등)2,,,,0,0,0,
1801,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,345,"80,000","80,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,특강영어(고등),,,,0,0,0,
1802,아이엠영어학원,,"경상북도 포항시 남구 연일읍 유강길9번길 37 , 1층 일부",3,보통교과,10,1개월0일,300,"63,000","63,000",0,20241223
,,,,,보습,,,,0,0,0,
,,,,,특강영어(중등),,,,0,0,0,
1803,아이작수학학원 ,054-278-6152,경상북도 포항시 남구 대이로 177  2층 (이동),2,보통교과,18,1개월0일,1140,"250,000","250,000",0,20231229
,,,,,보습,,,,0,0,0,
,,,,,고등수학A,,,,0,0,0,
1804,아이작수학학원 ,054-278-6152,경상북도 포항시 남구 대이로 177  2층 (이동),2,보통교과,18,1개월0일,1440,"330,000","330,000",0,20231229
,,,,,보습,,,,0,0,0,
,,,,,고등수학B,,,,0,0,0,
1805,아이작수학학원 ,054-278-6152,경상북도 포항시 남구 대이로 177  2층 (이동),2,보통교과,18,1개월0일,1080,"200,000","200,000",0,20231229
,,,,,보습,,,,0,0,0,
,,,,,중등수학A,,,,0,0,0,
1806,아이작수학학원 ,054-278-6152,경상북도 포항시 남구 대이로 177  2층 (이동),2,보통교과,118,1개월0일,1320,"250,000","250,000",0,20231229
,,,,,보습,,,,0,0,0,
,,,,,중등수학B,,,,0,0,0,
1807,아이작수학학원 ,054-278-6152,경상북도 포항시 남구 대이로 177  2층 (이동),2,보통교과,18,1개월0일,1140,"180,000","180,000",0,20231229
,,,,,보습,,,,0,0,0,
,,,,,초등수학,,,,0,0,0,
1808,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1120,"230,000","230,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(중등A),,,,0,0,0,
1809,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1200,"250,000","250,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(중등B),,,,0,0,0,
1810,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,15,1개월0일,780,"140,000","140,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(초등A),,,,0,0,0,
1811,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,15,1개월0일,760,"130,000","130,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(초등AA),,,,0,0,0,
1812,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,15,1개월0일,900,"160,000","160,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(초등B),,,,0,0,0,
1813,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,15,1개월0일,960,"170,000","170,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(초등C),,,,0,0,0,
1814,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,15,1개월0일,960,"170,000","170,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(초등D),,,,0,0,0,
1815,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1040,"180,000","180,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(초등E),,,,0,0,0,
1816,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1300,"200,000","200,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,수학(초등F),,,,0,0,0,
1817,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1120,"230,000","230,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,영어(중등A),,,,0,0,0,
1818,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1200,"250,000","250,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,영어(중등B),,,,0,0,0,
1819,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,15,1개월0일,760,"130,000","130,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,영어(초등A),,,,0,0,0,
1820,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,15,1개월0일,900,"160,000","160,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,영어(초등B),,,,0,0,0,
1821,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1040,"180,000","180,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,영어(초등C),,,,0,0,0,
1822,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1200,"200,000","200,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,영어(초등D),,,,0,0,0,
1823,아트인미술수학학원,,"경상북도 포항시 남구 오천읍 해병로 389-23 , 2층 (오천읍)",4,보통교과,10,1개월0일,1300,"220,000","220,000",0,20250228
,,,,,보습,,,,0,0,0,
,,,,,영어(초등E),,,,0,0,0,
1824,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1800,"350,000","350,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,고등과학,,,,0,0,0,
1825,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1800,"350,000","350,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,고등수학,,,,0,0,0,
1826,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1800,"350,000","350,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,고등영어,,,,0,0,0,
1827,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1440,"200,000","200,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,수학초등,,,,0,0,0,
1828,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1440,"250,000","250,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,중등과학,,,,0,0,0,
1829,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1440,"250,000","250,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,중등수학,,,,0,0,0,
1830,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1440,"250,000","250,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,중등영어,,,,0,0,0,
1831,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1440,"200,000","200,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,초등과학,,,,0,0,0,
1832,알고리즘영재입시학원,054-255-3659,"경상북도 포항시 북구 새천년대로1076번길 22 , 2층 (두호동)",2,보통교과,10,1개월0일,1440,"200,000","200,000",0,20190627
,,,,,보습,,,,0,0,0,
,,,,,초등영어,,,,0,0,0,
1833,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1512,"350,000","350,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,과학(고등),,,,0,0,0,
1834,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1386,"270,000","270,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,과학(중등),,,,0,0,0,
1835,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1512,"350,000","350,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,국어(고등),,,,0,0,0,
1836,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1386,"270,000","270,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,국어(중등),,,,0,0,0,
1837,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1512,"350,000","350,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,수학(고등),,,,0,0,0,
1838,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1386,"270,000","270,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,수학(중등),,,,0,0,0,
1839,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,10,1개월0일,1260,"220,000","220,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,수학(초등),,,,0,0,0,
1840,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1512,"350,000","350,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,영어(고등),,,,0,0,0,
1841,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,20,1개월0일,1386,"270,000","270,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,영어(중등),,,,0,0,0,
1842,알고리즘프리미엄클래스입시학원,054-252-3659,"경상북도 포항시 북구 양덕로50번길 38 , 2층 (양덕동)",6,보통교과,10,1개월0일,1260,"220,000","220,000",0,20250411
,,,,,보습,,,,0,0,0,
,,,,,영어(초등),,,,0,0,0,
1843,알파수학학원,054-232-3195,"경상북도 포항시 북구 우창동로 70 , 테라스31, 204호 (우현동)",3,보통교과,6,1개월0일,1260,"250,000","250,000",0,20230331
,,,,,보습,,,,0,0,0,
,,,,,수학(고등1),,,,0,0,0,
1844,알파수학학원,054-232-3195,"경상북도 포항시 북구 우창동로 70 , 테라스31, 204호 (우현동)",3,보통교과,6,1개월0일,1680,"350,000","350,000",0,20230331
,,,,,보습,,,,0,0,0,
,,,,,수학(고등2),,,,0,0,0,
1845,알파수학학원,054-232-3195,"경상북도 포항시 북구 우창동로 70 , 테라스31, 204호 (우현동)",3,보통교과,5,1개월0일,1008,"170,000","170,000",0,20230331
,,,,,보습,,,,0,0,0,
,,,,,수학(중등1),,,,0,0,0,
1846,알파수학학원,054-232-3195,"경상북도 포항시 북구 우창동로 70 , 테라스31, 204호 (우현동)",3,보통교과,6,1개월0일,1512,"250,000","250,000",0,20230331
,,,,,보습,,,,0,0,0,
,,,,,수학(중등2),,,,0,0,0,
1847,알파수학학원,054-232-3195,"경상북도 포항시 북구 우창동로 70 , 테라스31, 204호 (우현동)",3,보통교과,5,1개월0일,1008,"140,000","140,000",0,20230331
,,,,,보습,,,,0,0,0,
,,,,,수학(초등1),,,,0,0,0,
1848,알파수학학원,054-232-3195,"경상북도 포항시 북구 우창동로 70 , 테라스31, 204호 (우현동)",3,보통교과,5,1개월0일,1512,"210,000","210,000",0,20230331
,,,,,보습,,,,0,0,0,
,,,,,수학(초등2),,,,0,0,0,
1849,앤유아이영어학원,,"경상북도 포항시 남구 대이로 50 , 4층 일부 (대잠동)",2,보통교과,25,1개월0일,1575,"350,000","350,000",0,20240102
,,,,,보습,,,,0,0,0,
,,,,,영어고등1,,,,0,0,0,
1850,앤유아이영어학원,,"경상북도 포항시 남구 대이로 50 , 4층 일부 (대잠동)",2,보통교과,25,1개월0일,1512,"280,000","280,000",0,20240102
,,,,,보습,,,,0,0,0,
,,,,,영어중등1,,,,0,0,0,
1851,앤유아이영어학원,,"경상북도 포항시 남구 대이로 50 , 4층 일부 (대잠동)",2,보통교과,25,1개월0일,1596,"300,000","300,000",0,20240102
,,,,,보습,,,,0,0,0,
,,,,,영어중등2,,,,0,0,0,
1852,앤유아이영어학원,,"경상북도 포항시 남구 대이로 50 , 4층 일부 (대잠동)",2,보통교과,25,1개월0일,1764,"320,000","320,000",0,20240102
,,,,,보습,,,,0,0,0,
,,,,,영어중등3,,,,0,0,0,
1853,앤유아이영어학원,,"경상북도 포항시 남구 대이로 50 , 4층 일부 (대잠동)",2,보통교과,20,1개월0일,1680,"260,000","260,000",0,20240102
,,,,,보습,,,,0,0,0,
,,,,,영어초등1,,,,0,0,0,
1854,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,15,1개월0일,1512,"320,000","320,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(고등1),,,,0,0,0,
1855,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,15,1개월0일,1512,"350,000","350,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(고등2),,,,0,0,0,
1856,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,30,1개월0일,1260,"250,000","250,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(중등1),,,,0,0,0,
1857,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,20,1개월0일,1260,"260,000","260,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(중등2),,,,0,0,0,
1858,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,20,1개월0일,1323,"270,000","270,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(중등3),,,,0,0,0,
1859,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,35,1개월0일,1260,"220,000","220,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(초등1),,,,0,0,0,
1860,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,35,1개월0일,1323,"230,000","230,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(초등2),,,,0,0,0,
1861,양덕비욘드어학원,,"경상북도 포항시 북구 양덕로50번길 4 , 4층 (양덕동)",3,보통교과,30,1개월0일,1365,"240,000","240,000",0,20241025
,,,,,보습,,,,0,0,0,
,,,,,영어(초등3),,,,0,0,0,
1862,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,1890,"375,000","375,000",0,20220128
,,,,,보습,,,,0,0,0,
,,,,,고등과학A,,,,0,0,0,
1863,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,1134,"225,000","225,000",0,20220128
,,,,,보습,,,,0,0,0,
,,,,,고등과학B,,,,0,0,0,
1864,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,756,"150,000","150,000",0,20220128
,,,,,보습,,,,0,0,0,
,,,,,고등과학C,,,,0,0,0,
1865,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,1890,"375,000","375,000",0,20220128
,,,,,보습,,,,0,0,0,
,,,,,고등국어A,,,,0,0,0,
1866,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,1134,"225,000","225,000",0,20220128
,,,,,보습,,,,0,0,0,
,,,,,고등국어B,,,,0,0,0,
1867,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,756,"150,000","150,000",0,20220128
,,,,,보습,,,,0,0,0,
,,,,,고등국어C,,,,0,0,0,
1868,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,630,"125,000","125,000",0,20220128
,,,,,보습,,,,0,0,0,
,,,,,고등기초A(국영수),,,,0,0,0,
1869,양덕점와와학습코칭학원,02-3668-0574,"경상북도 포항시 북구 천마로 66 , 4층 일부 (양덕동)",5,보통교과,8,1개월0일,504,"100,000","100,000",0,20220128
,,,,,보습,,,,0,0,0,
